Title,Price,Location,Bedrooms,Bathrooms,Property_Type,URL,Toilets,Parking_Space
Luxury 5 Bedroom Fully Detached with BQ Excellent Facility,3500000000,"Ikoyi,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/3533092-luxury-5-bedroom-fully-detached-with-bq-excellent-facility,,
Luxury 5 Bedroom Fully Detached with BQ Excellent Facility,3500000000,"Ikoyi,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/3533092-luxury-5-bedroom-fully-detached-with-bq-excellent-facility,6.0,4.0
"6 - Bedroom Villa, with Swimming Pool, Elevator, and 2 BQ",6200000000,"Ikoyi,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/banana-island/3533084-6-bedroom-villa-with-swimming-pool-elevator-and-2-bq,,
"6 - Bedroom Villa, with Swimming Pool, Elevator, and 2 BQ",6200000000,"Ikoyi,  Lagos",6.0,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/banana-island/3533084-6-bedroom-villa-with-swimming-pool-elevator-and-2-bq,,
Elegant 4bedroom Terrace Duplex,230000000,"Lekki,  Lagos",,,House for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/lekki/3533029-elegant-4bedroom-terrace-duplex,,
Elegant 4bedroom Terrace Duplex,230000000,"Lekki,  Lagos",4.0,4.0,House for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/lekki/3533029-elegant-4bedroom-terrace-duplex,5.0,2.0
6 Bedroom Terrace Duplex with a BQ,650000000,"Lekki,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3532239-6-bedroom-terrace-duplex-with-a-bq,,
6 Bedroom Terrace Duplex with a BQ,650000000,"Lekki,  Lagos",6.0,6.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3532239-6-bedroom-terrace-duplex-with-a-bq,7.0,3.0
"Newly Built 2-Bedroom Apartment with Gym & Pool,",550000000,"Ikoyi,  Lagos",,,Block of flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/ikoyi/3532921-newly-built-2-bedroom-apartment-with-gym-pool,,
"Newly Built 2-Bedroom Apartment with Gym & Pool,",550000000,"Ikoyi,  Lagos",2.0,2.0,Block of flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/ikoyi/3532921-newly-built-2-bedroom-apartment-with-gym-pool,3.0,2.0
"Property on 3, 539.78 SQM with 9 Units of 3 Bedroom Flat and 2 Bedroom",1800000000,"Ojodu,  Lagos",,,Block of flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/ojodu/ojodu-berger/3532956-property-on-353978-sqm-with-9-units-of-3-bedroom-flat-and-2-bedroom,,
"Property on 3, 539.78 SQM with 9 Units of 3 Bedroom Flat and 2 Bedroom",1800000000,"Ojodu,  Lagos",3.0,3.0,Block of flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/ojodu/ojodu-berger/3532956-property-on-353978-sqm-with-9-units-of-3-bedroom-flat-and-2-bedroom,3.0,30.0
3 Bedroom Apartment,650000000,"Ikoyi,  Lagos",,,Block of flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/ikoyi/old-ikoyi/3532950-3-bedroom-apartment,,
3 Bedroom Apartment,650000000,"Ikoyi,  Lagos",3.0,3.0,Block of flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/ikoyi/old-ikoyi/3532950-3-bedroom-apartment,4.0,2.0
4 Bedroom Terrace Duplex,350000000,"Lekki,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/ikate/3532943-4-bedroom-terrace-duplex,,
4 Bedroom Terrace Duplex,350000000,"Lekki,  Lagos",4.0,4.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/ikate/3532943-4-bedroom-terrace-duplex,5.0,
Smart 4 Bedroom with BQ,1000000000,"Ajah,  Lagos",,,House for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/3526394-smart-4-bedroom-with-bq,,
Smart 4 Bedroom with BQ,1000000000,"Ajah,  Lagos",4.0,4.0,House for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/3526394-smart-4-bedroom-with-bq,5.0,5.0
4 Bedroom Semi Detached Duplex,200000000,"Lekki,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/3532936-4-bedroom-semi-detached-duplex,,
4 Bedroom Semi Detached Duplex,200000000,"Lekki,  Lagos",4.0,4.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/3532936-4-bedroom-semi-detached-duplex,5.0,
Quiet Luxury Three Bedroom Flat with BQ,620000000,"Lekki Phase 1,  Lekki,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3183550-quiet-luxury-three-bedroom-flat-with-bq,,
Quiet Luxury Three Bedroom Flat with BQ,620000000,"Lekki Phase 1,  Lekki,  Lagos",3.0,3.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3183550-quiet-luxury-three-bedroom-flat-with-bq,4.0,2.0
Spacious Mini Flat,110000000,"Lekki,  Lagos",,,Mini flat (room and parlour) for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/mini-flats/lagos/lekki/3339629-spacious-mini-flat,,
Spacious Mini Flat,110000000,"Lekki,  Lagos",1.0,1.0,Mini flat (room and parlour) for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/mini-flats/lagos/lekki/3339629-spacious-mini-flat,2.0,1.0
Contemporary 4 Bedroom Semi Detached Duplex,1300000000,"Victoria Island,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/victoria-island/3532916-contemporary-4-bedroom-semi-detached-duplex,,
Contemporary 4 Bedroom Semi Detached Duplex,1300000000,"Victoria Island,  Lagos",4.0,4.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/victoria-island/3532916-contemporary-4-bedroom-semi-detached-duplex,5.0,
Luxury 5 Bedroom Detached Duplex with 2 Bedroom BQ & Large Study,1600000000,"Ikoyi,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/3486085-luxury-5-bedroom-detached-duplex-with-2-bedroom-bq-large-study,,
Luxury 5 Bedroom Detached Duplex with 2 Bedroom BQ & Large Study,1600000000,"Ikoyi,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/3486085-luxury-5-bedroom-detached-duplex-with-2-bedroom-bq-large-study,6.0,
"Elegant 4 Bedroom Semi-Detached Duplex with BQ, Pool & Cinema",1200000000,"Ikoyi,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ikoyi/3485626-elegant-4-bedroom-semi-detached-duplex-with-bq-pool-cinema,,
"Elegant 4 Bedroom Semi-Detached Duplex with BQ, Pool & Cinema",1200000000,"Ikoyi,  Lagos",4.0,4.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ikoyi/3485626-elegant-4-bedroom-semi-detached-duplex-with-bq-pool-cinema,5.0,
"Luxury 5 Bedroom Detached Duplex with BQ, Pool in a Secured Estate",480000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3491756-luxury-5-bedroom-detached-duplex-with-bq-pool-in-a-secured-estate,,
"Luxury 5 Bedroom Detached Duplex with BQ, Pool in a Secured Estate",480000000,"Lekki,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3491756-luxury-5-bedroom-detached-duplex-with-bq-pool-in-a-secured-estate,6.0,
Luxury Two-Bedroom Maisonette,120000000,"Lekki,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/3067890-luxury-two-bedroom-maisonette,,
Luxury Two-Bedroom Maisonette,120000000,"Lekki,  Lagos",2.0,2.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/3067890-luxury-two-bedroom-maisonette,3.0,4.0
Elegant 3 Bedroom Fully Detached Duplex in a Serene Estate,150000000,"Ajah,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3495499-elegant-3-bedroom-fully-detached-duplex-in-a-serene-estate,,
Elegant 3 Bedroom Fully Detached Duplex in a Serene Estate,150000000,"Ajah,  Lagos",3.0,3.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3495499-elegant-3-bedroom-fully-detached-duplex-in-a-serene-estate,4.0,
Luxurious 6 Bedroom Fully Detached Duplex with BQ & Cinema,1800000000,"Victoria Island,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/victoria-island/3495565-luxurious-6-bedroom-fully-detached-duplex-with-bq-cinema,,
Luxurious 6 Bedroom Fully Detached Duplex with BQ & Cinema,1800000000,"Victoria Island,  Lagos",6.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/victoria-island/3495565-luxurious-6-bedroom-fully-detached-duplex-with-bq-cinema,5.0,
"Spacious, Luxurious 6 Bedroom Detached Duplex with BQ, Pool& Cinema",1000000000,"Ajah,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3496323-spaciousluxurious-6-bedroom-detached-duplex-with-bq-pool-cinema,,
"Spacious, Luxurious 6 Bedroom Detached Duplex with BQ, Pool& Cinema",1000000000,"Ajah,  Lagos",6.0,6.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3496323-spaciousluxurious-6-bedroom-detached-duplex-with-bq-pool-cinema,7.0,
"Modern, Premium 5 Bedroom Detached Duplex with Bq, Pool& Cinema",1200000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3496400-modern-premium-5-bedroom-detached-duplex-with-bqpool-cinema,,
"Modern, Premium 5 Bedroom Detached Duplex with Bq, Pool& Cinema",1200000000,"Lekki,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3496400-modern-premium-5-bedroom-detached-duplex-with-bqpool-cinema,6.0,
Classic 1 Bedroom Apartment with Acs in a Secure Estate.,200000000,"Lekki Phase 1,  Lekki,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3498301-classic-1-bedroom-apartment-with-acs-in-a-secure-estate,,
Classic 1 Bedroom Apartment with Acs in a Secure Estate.,200000000,"Lekki Phase 1,  Lekki,  Lagos",1.0,1.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3498301-classic-1-bedroom-apartment-with-acs-in-a-secure-estate,2.0,
Block of 12flats= 6units of 2bedroom Flats Each All Ensuite on 1300SQM,670000000,"Isolo,  Lagos",,,Block of flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/isolo/okota/3532874-block-of-12flats-6units-of-2bedroom-flats-each-all-ensuite-on-1300sqm,,
Block of 12flats= 6units of 2bedroom Flats Each All Ensuite on 1300SQM,670000000,"Isolo,  Lagos",2.0,,Block of flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/isolo/okota/3532874-block-of-12flats-6units-of-2bedroom-flats-each-all-ensuite-on-1300sqm,,
Newly Built 4 Bedroom Semi Detached Duplex in a Secured Estate,160000000,"Lekki,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/3524736-newly-built-4-bedroom-semi-detached-duplex-in-a-secured-estate,,
Newly Built 4 Bedroom Semi Detached Duplex in a Secured Estate,160000000,"Lekki,  Lagos",4.0,4.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/3524736-newly-built-4-bedroom-semi-detached-duplex-in-a-secured-estate,5.0,
An Elegant 4 Bedroom Semi Detached Duplex with BQ and Pool,230000000,"Ajah,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3524743-an-elegant-4-bedroom-semi-detached-duplex-with-bq-and-pool,,
An Elegant 4 Bedroom Semi Detached Duplex with BQ and Pool,230000000,"Ajah,  Lagos",4.0,4.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3524743-an-elegant-4-bedroom-semi-detached-duplex-with-bq-and-pool,5.0,
4 Bedroom Semi-Detached Duplex with BQ in a Secured Estate,150000000,"Ajah,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3524761-4-bedroom-semi-detached-duplex-with-bq-in-a-secured-estate,,
4 Bedroom Semi-Detached Duplex with BQ in a Secured Estate,150000000,"Ajah,  Lagos",4.0,4.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3524761-4-bedroom-semi-detached-duplex-with-bq-in-a-secured-estate,5.0,
Contemporary 4 Bedroom Terraced Duplex,140000000,"Lekki,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3532861-contemporary-4-bedroom-terraced-duplex,,
Contemporary 4 Bedroom Terraced Duplex,140000000,"Lekki,  Lagos",4.0,5.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3532861-contemporary-4-bedroom-terraced-duplex,5.0,3.0
Luxury 3-Bedroom Apartment,250000000,"Oniru,  Victoria Island,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/victoria-island/oniru/3532858-luxury-3-bedroom-apartment,,
Luxury 3-Bedroom Apartment,250000000,"Oniru,  Victoria Island,  Lagos",3.0,3.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/victoria-island/oniru/3532858-luxury-3-bedroom-apartment,3.0,
Contemporary 3 Bedroom Terraced Duplex,135000000,"Lekki,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3532854-contemporary-3-bedroom-terraced-duplex,,
Contemporary 3 Bedroom Terraced Duplex,135000000,"Lekki,  Lagos",3.0,4.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3532854-contemporary-3-bedroom-terraced-duplex,4.0,3.0
Exquisite Spacious 4 Bedroom Detached Duplex,250000000,"Lekki,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/3532847-exquisite-spacious-4-bedroom-detached-duplex,,
Exquisite Spacious 4 Bedroom Detached Duplex,250000000,"Lekki,  Lagos",4.0,5.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/3532847-exquisite-spacious-4-bedroom-detached-duplex,5.0,7.0
Newly Built & Spacious 3 Bedrooms Flat,330000000,"Ikate Elegushi,  Lekki,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/ikate-elegushi/3531570-newly-built-spacious-3-bedrooms-flat,,
Newly Built & Spacious 3 Bedrooms Flat,330000000,"Ikate Elegushi,  Lekki,  Lagos",3.0,4.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/ikate-elegushi/3531570-newly-built-spacious-3-bedrooms-flat,4.0,3.0
Newly Built & Spacious 2 Bedrooms,240000000,"Ikate,  Lekki,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/ikate/3531565-newly-built-spacious-2-bedrooms,,
Newly Built & Spacious 2 Bedrooms,240000000,"Ikate,  Lekki,  Lagos",2.0,3.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/ikate/3531565-newly-built-spacious-2-bedrooms,3.0,2.0
4-Bedroom Terraced Duplex,300000000,"Lekki,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/ikate/3532828-4-bedroom-terraced-duplex,,
4-Bedroom Terraced Duplex,300000000,"Lekki,  Lagos",4.0,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/ikate/3532828-4-bedroom-terraced-duplex,5.0,
A Lovely 2 Bedroom Terrace Duplex with Pool in a Secure Estate,110000000,"Lekki,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3529349-a-lovely-2-bedroom-terrace-duplex-with-pool-in-a-secure-estate,,
A Lovely 2 Bedroom Terrace Duplex with Pool in a Secure Estate,110000000,"Lekki,  Lagos",2.0,4.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3529349-a-lovely-2-bedroom-terrace-duplex-with-pool-in-a-secure-estate,3.0,
4-Bedroom Terraced Triplex with BQ,450000000,"Lekki,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/ikate/3532812-4-bedroom-terraced-triplex-with-bq,,
4-Bedroom Terraced Triplex with BQ,450000000,"Lekki,  Lagos",4.0,4.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/ikate/3532812-4-bedroom-terraced-triplex-with-bq,5.0,
3 Bedroom Apartment,320000000,"Lekki Phase 1,  Lekki,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3532796-3-bedroom-apartment,,
3 Bedroom Apartment,320000000,"Lekki Phase 1,  Lekki,  Lagos",3.0,3.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3532796-3-bedroom-apartment,4.0,
Luxury Finished 5-Bedroom Detached Duplex,330000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3391821-luxury-finished-5-bedroom-detached-duplex,,
Luxury Finished 5-Bedroom Detached Duplex,330000000,"Lekki,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3391821-luxury-finished-5-bedroom-detached-duplex,6.0,
Luxury 5 Bedrooms Fully Detached Duplex,1650000000,"Ikoyi,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/banana-island/3393892-luxury-5-bedrooms-fully-detached-duplex,,
Luxury 5 Bedrooms Fully Detached Duplex,1650000000,"Ikoyi,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/banana-island/3393892-luxury-5-bedrooms-fully-detached-duplex,6.0,
Contemporary 5 Bedroom Semi-Detached Duplex,300000000,"Ajah,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3411329-contemporary-5-bedroom-semi-detached-duplex,,
Contemporary 5 Bedroom Semi-Detached Duplex,300000000,"Ajah,  Lagos",5.0,5.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3411329-contemporary-5-bedroom-semi-detached-duplex,6.0,
